GENERIC NAME,DrugBank,KEGG,PubChem,Drugs.com
Dabigatran etexilate,https://www.drugbank.ca/drugs/DB06695,http://www.genome.jp/dbget-bin/www_bget?dr:D07144,https://pubchem.ncbi.nlm.nih.gov/substance/99443249#section=Top,http://www.drugs.com/cdi/dabigatran.html
Arbekacin,https://www.drugbank.ca/drugs/DB06696,http://www.genome.jp/dbget-bin/www_bget?dr:D07462,https://pubchem.ncbi.nlm.nih.gov/substance/99443250#section=Top,http://www.drugs.com/international/arbekacin.html
Artemether,https://www.drugbank.ca/drugs/DB06697,http://www.genome.jp/dbget-bin/www_bget?dr:D02483,https://pubchem.ncbi.nlm.nih.gov/substance/99443251#section=Top,http://www.drugs.com/pro/coartem.html
Betahistine,https://www.drugbank.ca/drugs/DB06698,http://www.genome.jp/dbget-bin/www_bget?dr:D07522,https://pubchem.ncbi.nlm.nih.gov/substance/99443252#section=Top,
Desvenlafaxine,https://www.drugbank.ca/drugs/DB06700,http://www.genome.jp/dbget-bin/www_bget?dr:D02570,https://pubchem.ncbi.nlm.nih.gov/substance/99443254#section=Top,http://www.drugs.com/ppa/desvenlafaxine-succinate.html
Dexmethylphenidate,https://www.drugbank.ca/drugs/DB06701,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/99443255#section=Top,
Fesoterodine,https://www.drugbank.ca/drugs/DB06702,http://www.genome.jp/dbget-bin/www_bget?dr:D07226,https://pubchem.ncbi.nlm.nih.gov/substance/99443256#section=Top,http://www.drugs.com/cdi/fesoterodine.html
Iobenguane,https://www.drugbank.ca/drugs/DB06704,http://www.genome.jp/dbget-bin/www_bget?dr:D04559,https://pubchem.ncbi.nlm.nih.gov/substance/175427085#section=Top,http://www.drugs.com/mtm/iobenguane-i-123.html
Gadofosveset trisodium,https://www.drugbank.ca/drugs/DB06705,http://www.genome.jp/dbget-bin/www_bget?dr:D04286,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/mtm/gadofosveset-trisodium.html
Isometheptene,https://www.drugbank.ca/drugs/DB06706,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/99443258#section=Top,
Levonordefrin,https://www.drugbank.ca/drugs/DB06707,http://www.genome.jp/dbget-bin/www_bget?dr:D02388,https://pubchem.ncbi.nlm.nih.gov/substance/99443259#section=Top,
Lumefantrine,https://www.drugbank.ca/drugs/DB06708,http://www.genome.jp/dbget-bin/www_bget?dr:D03821,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/pro/coartem.html
Methacholine,https://www.drugbank.ca/drugs/DB06709,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/99443261#section=Top,
Methyltestosterone,https://www.drugbank.ca/drugs/DB06710,http://www.genome.jp/dbget-bin/www_bget?dr:D00408,https://pubchem.ncbi.nlm.nih.gov/substance/99443262#section=Top,
Naphazoline,https://www.drugbank.ca/drugs/DB06711,http://www.genome.jp/dbget-bin/www_bget?dr:D08253,https://pubchem.ncbi.nlm.nih.gov/substance/99443263#section=Top,
Nilvadipine,https://www.drugbank.ca/drugs/DB06712,http://www.genome.jp/dbget-bin/www_bget?dr:D01908,https://pubchem.ncbi.nlm.nih.gov/substance/99443264#section=Top,
Norelgestromin,https://www.drugbank.ca/drugs/DB06713,http://www.genome.jp/dbget-bin/www_bget?dr:D05205,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Propylhexedrine,https://www.drugbank.ca/drugs/DB06714,http://www.genome.jp/dbget-bin/www_bget?dr:D05637,https://pubchem.ncbi.nlm.nih.gov/substance/99443266#section=Top,
Fospropofol,https://www.drugbank.ca/drugs/DB06716,http://www.genome.jp/dbget-bin/www_bget?dr:D04257,https://pubchem.ncbi.nlm.nih.gov/substance/99443268#section=Top,http://www.drugs.com/ppa/fospropofol.html
Fosaprepitant,https://www.drugbank.ca/drugs/DB06717,http://www.genome.jp/dbget-bin/www_bget?dr:D06597,https://pubchem.ncbi.nlm.nih.gov/substance/99443269#section=Top,
Stanozolol,https://www.drugbank.ca/drugs/DB06718,http://www.genome.jp/dbget-bin/www_bget?dr:D00444,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Calcium Carbonate,https://www.drugbank.ca/drugs/DB06724,http://www.genome.jp/dbget-bin/www_bget?dr:D00932,https://pubchem.ncbi.nlm.nih.gov/substance/310264878#section=Top,
Lornoxicam,https://www.drugbank.ca/drugs/DB06725,http://www.genome.jp/dbget-bin/www_bget?dr:D01866,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Sulfaphenazole,https://www.drugbank.ca/drugs/DB06729,http://www.genome.jp/dbget-bin/www_bget?dr:D01954,https://pubchem.ncbi.nlm.nih.gov/substance/99443275#section=Top,http://www.drugs.com/international/sulfabid.html
Gestodene,https://www.drugbank.ca/drugs/DB06730,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/99443276#section=Top,
Aceclofenac,https://www.drugbank.ca/drugs/DB06736,http://www.genome.jp/dbget-bin/www_bget?dr:D01545,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Zaltoprofen,https://www.drugbank.ca/drugs/DB06737,http://www.genome.jp/dbget-bin/www_bget?dr:D01547,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Ketobemidone,https://www.drugbank.ca/drugs/DB06738,http://www.genome.jp/dbget-bin/www_bget?dr:D08100,https://pubchem.ncbi.nlm.nih.gov/substance/175427088#section=Top,
Ambroxol,https://www.drugbank.ca/drugs/DB06742,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Drotaverine,https://www.drugbank.ca/drugs/DB06751,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/99443287#section=Top,
Glycine betaine,https://www.drugbank.ca/drugs/DB06756,http://www.genome.jp/dbget-bin/www_bget?dr:D07523,https://pubchem.ncbi.nlm.nih.gov/substance/310264879#section=Top,http://www.drugs.com/pro/cystadane.html
Tetryzoline,https://www.drugbank.ca/drugs/DB06764,http://www.genome.jp/dbget-bin/www_bget?dr:D08578,https://pubchem.ncbi.nlm.nih.gov/substance/310264881#section=Top,http://www.drugs.com/international/tetryzoline.html
Alcaftadine,https://www.drugbank.ca/drugs/DB06766,http://www.genome.jp/dbget-bin/www_bget?dr:D06552,https://pubchem.ncbi.nlm.nih.gov/substance/99443288#section=Top,http://www.drugs.com/pro/lastacaft.html
Ammonium lactate,https://www.drugbank.ca/drugs/DB06768,http://www.genome.jp/dbget-bin/www_bget?dr:D02920,https://pubchem.ncbi.nlm.nih.gov/substance/175427089#section=Top,
Bendamustine,https://www.drugbank.ca/drugs/DB06769,http://www.genome.jp/dbget-bin/www_bget?dr:D07085,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Benzyl alcohol,https://www.drugbank.ca/drugs/DB06770,http://www.genome.jp/dbget-bin/www_bget?dr:D00077,https://pubchem.ncbi.nlm.nih.gov/substance/175427090#section=Top,
Besifloxacin,https://www.drugbank.ca/drugs/DB06771,http://www.genome.jp/dbget-bin/www_bget?dr:D08872,https://pubchem.ncbi.nlm.nih.gov/substance/175427091#section=Top,http://www.drugs.com/besivance.html
Cabazitaxel,https://www.drugbank.ca/drugs/DB06772,http://www.genome.jp/dbget-bin/www_bget?dr:D09755,https://pubchem.ncbi.nlm.nih.gov/substance/99443289#section=Top,http://www.drugs.com/pro/jevtana.html
Capsaicin,https://www.drugbank.ca/drugs/DB06774,http://www.genome.jp/dbget-bin/www_bget?dr:D00250,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/ppa/capsaicin.html
Carglumic Acid,https://www.drugbank.ca/drugs/DB06775,http://www.genome.jp/dbget-bin/www_bget?dr:D07130,https://pubchem.ncbi.nlm.nih.gov/substance/99443290#section=Top,http://www.drugs.com/carbaglu.html
Chenodeoxycholic acid,https://www.drugbank.ca/drugs/DB06777,http://www.genome.jp/dbget-bin/www_bget?dr:D00163,https://pubchem.ncbi.nlm.nih.gov/substance/99443291#section=Top,http://www.drugs.com/cdi/chenodiol.html
Difluprednate,https://www.drugbank.ca/drugs/DB06781,http://www.genome.jp/dbget-bin/www_bget?dr:D01266,https://pubchem.ncbi.nlm.nih.gov/substance/99443292#section=Top,http://www.drugs.com/durezol.html
Dimercaprol,https://www.drugbank.ca/drugs/DB06782,http://www.genome.jp/dbget-bin/www_bget?dr:D00167,https://pubchem.ncbi.nlm.nih.gov/substance/99443293#section=Top,
Gallium citrate Ga 67,https://www.drugbank.ca/drugs/DB06784,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/pro/gallium-citrate-ga-67.html
Halcinonide,https://www.drugbank.ca/drugs/DB06786,http://www.genome.jp/dbget-bin/www_bget?dr:D01308,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/mtm/halog.html
Hexocyclium,https://www.drugbank.ca/drugs/DB06787,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/310264885#section=Top,
Histrelin,https://www.drugbank.ca/drugs/DB06788,http://www.genome.jp/dbget-bin/www_bget?dr:D02369,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/mtm/histrelin-implant.html
Hydroxyprogesterone caproate,https://www.drugbank.ca/drugs/DB06789,http://www.genome.jp/dbget-bin/www_bget?dr:D00949,https://pubchem.ncbi.nlm.nih.gov/substance/310264886#section=Top,http://www.drugs.com/makena.html
Lanreotide,https://www.drugbank.ca/drugs/DB06791,http://www.genome.jp/dbget-bin/www_bget?dr:D04666,https://pubchem.ncbi.nlm.nih.gov/substance/310264887#section=Top,http://www.drugs.com/mtm/lanreotide.html
Lanthanum carbonate,https://www.drugbank.ca/drugs/DB06792,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/310264888#section=Top,http://www.drugs.com/mtm/lanthanum-carbonate.html
Levopropoxyphene,https://www.drugbank.ca/drugs/DB06793,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Lodoxamide,https://www.drugbank.ca/drugs/DB06794,http://www.genome.jp/dbget-bin/www_bget?dr:D04762,https://pubchem.ncbi.nlm.nih.gov/substance/310264890#section=Top,http://www.drugs.com/pro/alomide.html
Mafenide,https://www.drugbank.ca/drugs/DB06795,http://www.genome.jp/dbget-bin/www_bget?dr:D02351,https://pubchem.ncbi.nlm.nih.gov/substance/310264891#section=Top,http://www.drugs.com/international/Mafenide.html
Methenamine,https://www.drugbank.ca/drugs/DB06799,http://www.genome.jp/dbget-bin/www_bget?dr:D00393,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,https://www.drugs.com/mtm/methenamine.html
Methylnaltrexone,https://www.drugbank.ca/drugs/DB06800,http://www.genome.jp/dbget-bin/www_bget?dr:D06618,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/methylnaltrexone.html
Nepafenac,https://www.drugbank.ca/drugs/DB06802,http://www.genome.jp/dbget-bin/www_bget?dr:D05143,https://pubchem.ncbi.nlm.nih.gov/substance/99443294#section=Top,http://www.drugs.com/ppa/nepafenac.html
Niclosamide,https://www.drugbank.ca/drugs/DB06803,http://www.genome.jp/dbget-bin/www_bget?dr:D00436,https://pubchem.ncbi.nlm.nih.gov/substance/99443295#section=Top,http://www.drugs.com/cons/niclosamide.html
Nonoxynol-9,https://www.drugbank.ca/drugs/DB06804,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/99443296#section=Top,
Plerixafor,https://www.drugbank.ca/drugs/DB06809,http://www.genome.jp/dbget-bin/www_bget?dr:D08971,https://pubchem.ncbi.nlm.nih.gov/substance/99443297#section=Top,http://www.drugs.com/ppa/plerixafor.html
Plicamycin,https://www.drugbank.ca/drugs/DB06810,http://www.genome.jp/dbget-bin/www_bget?dr:D00468,https://pubchem.ncbi.nlm.nih.gov/substance/99443298#section=Top,http://www.drugs.com/mtm/plicamycin.html
Polidocanol,https://www.drugbank.ca/drugs/DB06811,http://www.genome.jp/dbget-bin/www_bget?dr:D01993,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/international/asclera.html
Pralatrexate,https://www.drugbank.ca/drugs/DB06813,http://www.genome.jp/dbget-bin/www_bget?dr:D05589,https://pubchem.ncbi.nlm.nih.gov/substance/175427094#section=Top,http://www.drugs.com/cdi/pralatrexate.html
Pyrvinium,https://www.drugbank.ca/drugs/DB06816,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/310264894#section=Top,
Raltegravir,https://www.drugbank.ca/drugs/DB06817,http://www.genome.jp/dbget-bin/www_bget?dr:D06676,https://pubchem.ncbi.nlm.nih.gov/substance/175427095#section=Top,http://www.drugs.com/monograph/isentress.html
Phenylbutyric acid,https://www.drugbank.ca/drugs/DB06819,http://www.genome.jp/dbget-bin/www_bget?dr:D05868,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,https://www.drugs.com/cdi/sodium-phenylbutyrate.html
Sulconazole,https://www.drugbank.ca/drugs/DB06820,http://www.genome.jp/dbget-bin/www_bget?dr:D08535,https://pubchem.ncbi.nlm.nih.gov/substance/310264896#section=Top,http://www.drugs.com/mtm/sulconazole-topical.html
Tiopronin,https://www.drugbank.ca/drugs/DB06823,http://www.genome.jp/dbget-bin/www_bget?dr:D01430,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/tiopronin.html
Triethylenetetramine,https://www.drugbank.ca/drugs/DB06824,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/310264897#section=Top,
Triptorelin,https://www.drugbank.ca/drugs/DB06825,http://www.genome.jp/dbget-bin/www_bget?dr:D06247,https://pubchem.ncbi.nlm.nih.gov/substance/310264898#section=Top,http://www.drugs.com/search.php?searchterm=triptorelin
Unoprostone,https://www.drugbank.ca/drugs/DB06826,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/unoprostone-drops.html
Viomycin,https://www.drugbank.ca/drugs/DB06827,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Tranilast,https://www.drugbank.ca/drugs/DB07615,http://www.genome.jp/dbget-bin/www_bget?dr:D02027,https://pubchem.ncbi.nlm.nih.gov/substance/99444086#section=Top,
Parecoxib,https://www.drugbank.ca/drugs/DB08439,http://www.genome.jp/dbget-bin/www_bget?dr:D02709,https://pubchem.ncbi.nlm.nih.gov/substance/99444910#section=Top,
Triclosan,https://www.drugbank.ca/drugs/DB08604,http://www.genome.jp/dbget-bin/www_bget?dr:D06226,https://pubchem.ncbi.nlm.nih.gov/substance/99445075#section=Top,
Diloxanide,https://www.drugbank.ca/drugs/DB08792,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/mmx/diloxanide-furoate.html
Azidocillin,https://www.drugbank.ca/drugs/DB08795,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/99445265#section=Top,
Pipazethate,https://www.drugbank.ca/drugs/DB08796,http://www.genome.jp/dbget-bin/www_bget?dr:D05484,https://pubchem.ncbi.nlm.nih.gov/substance/99445266#section=Top,
Salicylamide,https://www.drugbank.ca/drugs/DB08797,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/99445267#section=Top,
Sulfamoxole,https://www.drugbank.ca/drugs/DB08798,http://www.genome.jp/dbget-bin/www_bget?dr:D02516,https://pubchem.ncbi.nlm.nih.gov/substance/99445268#section=Top,
Antazoline,https://www.drugbank.ca/drugs/DB08799,http://www.genome.jp/dbget-bin/www_bget?dr:D07458,https://pubchem.ncbi.nlm.nih.gov/substance/99445269#section=Top,
Chloropyramine,https://www.drugbank.ca/drugs/DB08800,http://www.genome.jp/dbget-bin/www_bget?dr:D07195,https://pubchem.ncbi.nlm.nih.gov/substance/99445270#section=Top,
Dimetindene,https://www.drugbank.ca/drugs/DB08801,http://www.genome.jp/dbget-bin/www_bget?dr:D07853,https://pubchem.ncbi.nlm.nih.gov/substance/99445271#section=Top,
Isothipendyl,https://www.drugbank.ca/drugs/DB08802,http://www.genome.jp/dbget-bin/www_bget?dr:D08091,https://pubchem.ncbi.nlm.nih.gov/substance/99445272#section=Top,
Tymazoline,https://www.drugbank.ca/drugs/DB08803,http://www.genome.jp/dbget-bin/www_bget?dr:D07373,https://pubchem.ncbi.nlm.nih.gov/substance/99445273#section=Top,
Nandrolone decanoate,https://www.drugbank.ca/drugs/DB08804,http://www.genome.jp/dbget-bin/www_bget?dr:D00955,https://pubchem.ncbi.nlm.nih.gov/substance/99445274#section=Top,http://www.drugs.com/cdi/nandrolone.html
Roxatidine acetate,https://www.drugbank.ca/drugs/DB08806,http://www.genome.jp/dbget-bin/www_bget?dr:D08495,https://pubchem.ncbi.nlm.nih.gov/substance/99445276#section=Top,
Bopindolol,https://www.drugbank.ca/drugs/DB08807,http://www.genome.jp/dbget-bin/www_bget?dr:D07537,https://pubchem.ncbi.nlm.nih.gov/substance/99445277#section=Top,
Bupranolol,https://www.drugbank.ca/drugs/DB08808,http://www.genome.jp/dbget-bin/www_bget?dr:D07590,https://pubchem.ncbi.nlm.nih.gov/substance/99445278#section=Top,
Cinitapride,https://www.drugbank.ca/drugs/DB08810,http://www.genome.jp/dbget-bin/www_bget?dr:D07700,https://pubchem.ncbi.nlm.nih.gov/substance/175427098#section=Top,
Tofisopam,https://www.drugbank.ca/drugs/DB08811,http://www.genome.jp/dbget-bin/www_bget?dr:D01254,https://pubchem.ncbi.nlm.nih.gov/substance/175427099#section=Top,
Triflusal,https://www.drugbank.ca/drugs/DB08814,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Lurasidone,https://www.drugbank.ca/drugs/DB08815,http://www.genome.jp/dbget-bin/www_bget?dr:D04820,https://pubchem.ncbi.nlm.nih.gov/substance/175427100#section=Top,http://www.drugs.com/cdi/lurasidone.html
Ticagrelor,https://www.drugbank.ca/drugs/DB08816,http://www.genome.jp/dbget-bin/www_bget?dr:D09017,https://pubchem.ncbi.nlm.nih.gov/substance/175427101#section=Top,http://www.drugs.com/cdi/ticagrelor.html
Hyaluronic acid,https://www.drugbank.ca/drugs/DB08818,http://www.genome.jp/dbget-bin/www_bget?dr:D08043,https://pubchem.ncbi.nlm.nih.gov/substance/310264899#section=Top,
Tafluprost,https://www.drugbank.ca/drugs/DB08819,http://www.genome.jp/dbget-bin/www_bget?dr:D06274,https://pubchem.ncbi.nlm.nih.gov/substance/175427102#section=Top,http://www.drugs.com/zioptan.html
Ivacaftor,https://www.drugbank.ca/drugs/DB08820,http://www.genome.jp/dbget-bin/www_bget?dr:D09916,https://pubchem.ncbi.nlm.nih.gov/substance/175427103#section=Top,http://www.drugs.com/kalydeco.html
Azilsartan medoxomil,https://www.drugbank.ca/drugs/DB08822,http://www.genome.jp/dbget-bin/www_bget?dr:D08865,https://pubchem.ncbi.nlm.nih.gov/substance/175427104#section=Top,http://www.drugs.com/ingredient/azilsartan-medoxomil.html
Spinosad,https://www.drugbank.ca/drugs/DB08823,http://www.genome.jp/dbget-bin/www_bget?dr:D09384,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/mtm/spinosad-topical.html
Ioflupane I-123,https://www.drugbank.ca/drugs/DB08824,http://www.genome.jp/dbget-bin/www_bget?dr:D10014,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/mtm/ioflupane-i-123.html
Deferiprone,https://www.drugbank.ca/drugs/DB08826,http://www.genome.jp/dbget-bin/www_bget?dr:D07416,https://pubchem.ncbi.nlm.nih.gov/substance/175427107#section=Top,http://www.drugs.com/mtm/deferiprone.html
Lomitapide,https://www.drugbank.ca/drugs/DB08827,http://www.genome.jp/dbget-bin/www_bget?dr:D09637,https://pubchem.ncbi.nlm.nih.gov/substance/175427108#section=Top,http://www.drugs.com/juxtapid.html
Vismodegib,https://www.drugbank.ca/drugs/DB08828,http://www.genome.jp/dbget-bin/www_bget?dr:D09992,https://pubchem.ncbi.nlm.nih.gov/substance/175427109#section=Top,http://www.drugs.com/mtm/vismodegib.html
Tauroursodeoxycholic acid,https://www.drugbank.ca/drugs/DB08834,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/international/tauroursodeoxycholic-acid.html
Spaglumic Acid,https://www.drugbank.ca/drugs/DB08835,http://www.genome.jp/dbget-bin/www_bget?dr:D07374,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/international/spaglumic-acid.html
Acetylcarnitine,https://www.drugbank.ca/drugs/DB08842,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Hydroxyproline,https://www.drugbank.ca/drugs/DB08847,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Pitavastatin,https://www.drugbank.ca/drugs/DB08860,http://www.genome.jp/dbget-bin/www_bget?dr:D01862,https://pubchem.ncbi.nlm.nih.gov/substance/175427122#section=Top,http://www.drugs.com/ppa/pitavastatin.html
Rilpivirine,https://www.drugbank.ca/drugs/DB08864,http://www.genome.jp/dbget-bin/www_bget?dr:D09720,https://pubchem.ncbi.nlm.nih.gov/substance/175427123#section=Top,http://www.drugs.com/cdi/rilpivirine.html
Crizotinib,https://www.drugbank.ca/drugs/DB08865,http://www.genome.jp/dbget-bin/www_bget?dr:D09731,https://pubchem.ncbi.nlm.nih.gov/substance/310264901#section=Top,http://www.drugs.com/cdi/crizotinib.html
Ulipristal,https://www.drugbank.ca/drugs/DB08867,http://www.genome.jp/dbget-bin/www_bget?dr:D09567,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/ulipristal.html
Fingolimod,https://www.drugbank.ca/drugs/DB08868,http://www.genome.jp/dbget-bin/www_bget?dr:D10001,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/fingolimod.html
Eribulin,https://www.drugbank.ca/drugs/DB08871,http://www.genome.jp/dbget-bin/www_bget?dr:D08914,https://pubchem.ncbi.nlm.nih.gov/substance/175427126#section=Top,http://www.drugs.com/halaven.html
Gabapentin Enacarbil,https://www.drugbank.ca/drugs/DB08872,http://www.genome.jp/dbget-bin/www_bget?dr:D09539,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/sfx/gabapentin-enacarbil-side-effects.html
Boceprevir,https://www.drugbank.ca/drugs/DB08873,http://www.genome.jp/dbget-bin/www_bget?dr:D08876,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/boceprevir.html
Fidaxomicin,https://www.drugbank.ca/drugs/DB08874,http://www.genome.jp/dbget-bin/www_bget?dr:D09394,https://pubchem.ncbi.nlm.nih.gov/substance/175427128#section=Top,http://www.drugs.com/ppa/fidaxomicin.html
Cabozantinib,https://www.drugbank.ca/drugs/DB08875,http://www.genome.jp/dbget-bin/www_bget?dr:D10062,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/mtm/cabozantinib.html
Ruxolitinib,https://www.drugbank.ca/drugs/DB08877,http://www.genome.jp/dbget-bin/www_bget?dr:D09959,https://pubchem.ncbi.nlm.nih.gov/substance/175427129#section=Top,http://www.drugs.com/mtm/ruxolitinib.html
Teriflunomide,https://www.drugbank.ca/drugs/DB08880,http://www.genome.jp/dbget-bin/www_bget?dr:D10172,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/mtm/teriflunomide.html
Vemurafenib,https://www.drugbank.ca/drugs/DB08881,http://www.genome.jp/dbget-bin/www_bget?dr:D09996,https://pubchem.ncbi.nlm.nih.gov/substance/175427131#section=Top,http://www.drugs.com/mtm/vemurafenib.html
Linagliptin,https://www.drugbank.ca/drugs/DB08882,http://www.genome.jp/dbget-bin/www_bget?dr:D09566,https://pubchem.ncbi.nlm.nih.gov/substance/175427132#section=Top,http://www.drugs.com/cdi/linagliptin.html
Perampanel,https://www.drugbank.ca/drugs/DB08883,http://www.genome.jp/dbget-bin/www_bget?dr:D08964,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/mtm/perampanel.html
Gadoxetic acid,https://www.drugbank.ca/drugs/DB08884,http://www.genome.jp/dbget-bin/www_bget?dr:D04288,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/mtm/gadoxetate.html
Icosapent ethyl,https://www.drugbank.ca/drugs/DB08887,http://www.genome.jp/dbget-bin/www_bget?dr:D01892,https://pubchem.ncbi.nlm.nih.gov/substance/175427134#section=Top,http://www.drugs.com/cdi/icosapent-ethyl.html
Carfilzomib,https://www.drugbank.ca/drugs/DB08889,http://www.genome.jp/dbget-bin/www_bget?dr:D08880,https://pubchem.ncbi.nlm.nih.gov/substance/175427135#section=Top,http://www.drugs.com/kyprolis.html
Linaclotide,https://www.drugbank.ca/drugs/DB08890,http://www.genome.jp/dbget-bin/www_bget?dr:D09355,https://pubchem.ncbi.nlm.nih.gov/substance/175427136#section=Top,http://www.drugs.com/cdi/linaclotide.html
Mirabegron,https://www.drugbank.ca/drugs/DB08893,http://www.genome.jp/dbget-bin/www_bget?dr:D09535,https://pubchem.ncbi.nlm.nih.gov/substance/175427137#section=Top,http://www.drugs.com/cdi/mirabegron.html
Tofacitinib,https://www.drugbank.ca/drugs/DB08895,http://www.genome.jp/dbget-bin/www_bget?dr:D09970,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/pro/xeljanz.html
Regorafenib,https://www.drugbank.ca/drugs/DB08896,http://www.genome.jp/dbget-bin/www_bget?dr:D10138,https://pubchem.ncbi.nlm.nih.gov/substance/175427139#section=Top,http://www.drugs.com/cdi/regorafenib.html
Aclidinium,https://www.drugbank.ca/drugs/DB08897,http://www.genome.jp/dbget-bin/www_bget?dr:D08837,https://pubchem.ncbi.nlm.nih.gov/substance/175427140#section=Top,http://www.drugs.com/tudorza.html
Enzalutamide,https://www.drugbank.ca/drugs/DB08899,http://www.genome.jp/dbget-bin/www_bget?dr:D10218,https://pubchem.ncbi.nlm.nih.gov/substance/175427141#section=Top,http://www.drugs.com/cdi/enzalutamide.html
Ponatinib,https://www.drugbank.ca/drugs/DB08901,http://www.genome.jp/dbget-bin/www_bget?dr:D09950,https://pubchem.ncbi.nlm.nih.gov/substance/175427142#section=Top,http://www.drugs.com/mtm/ponatinib.html
Bedaquiline,https://www.drugbank.ca/drugs/DB08903,http://www.genome.jp/dbget-bin/www_bget?dr:D09872,https://pubchem.ncbi.nlm.nih.gov/substance/175427143#section=Top,
Formestane,https://www.drugbank.ca/drugs/DB08905,http://www.genome.jp/dbget-bin/www_bget?dr:D07260,https://pubchem.ncbi.nlm.nih.gov/substance/175427144#section=Top,http://www.drugs.com/international/formestane.html
